query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
mineral sunscreen ingredients to avoid,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:03.688951,2769,0.9000000000000001,7,False,7,7,True,False,,"drunk elephant, supergoop, badger"
mineral sunscreen ingredients to avoid,google,gemini-1.5-pro,2025-08-15T00:39:03.489955,3208,0.9000000000000001,4,False,4,4,True,False,,"eltamd, cerave, badger"
how does zinc oxide sunscreen work,openai,gpt-4,2025-08-15T00:39:06.338588,2555,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, cerave"
how does zinc oxide sunscreen work,openai,gpt-3.5-turbo,2025-08-15T00:39:01.946629,2041,0.7,3,False,3,3,True,False,,"blue lizard, eltamd, cerave"
how does zinc oxide sunscreen work,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:11.362611,2299,0.9000000000000001,5,False,5,5,True,False,,"badger, blue lizard, eltamd"
how does zinc oxide sunscreen work,google,gemini-1.5-pro,2025-08-15T00:39:17.198923,3919,0.9000000000000001,5,False,5,5,True,True,,"badger, blue lizard, sun bum"
titanium dioxide safety in sunscreen,openai,gpt-4,2025-08-15T00:39:19.967176,2446,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, neutrogena"
titanium dioxide safety in sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:39:07.685746,2133,0.7,2,False,2,2,True,True,,"eltamd, cerave"
titanium dioxide safety in sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:16.584975,2076,0.7,2,False,2,2,True,False,,"eltamd, cerave"
titanium dioxide safety in sunscreen,google,gemini-1.5-pro,2025-08-15T00:39:21.699764,3783,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, cerave, badger"
mineral sunscreen chemical composition,openai,gpt-4,2025-08-15T00:39:31.228996,2810,0.9000000000000001,7,False,4,4,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen chemical composition,openai,gpt-3.5-turbo,2025-08-15T00:39:20.138499,2545,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, cerave"
mineral sunscreen chemical composition,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:29.206311,2303,0.8,3,False,3,3,True,False,,"eltamd, cerave, badger"
mineral sunscreen chemical composition,google,gemini-1.5-pro,2025-08-15T00:39:33.581622,3611,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, badger"
SPF ratings mineral vs chemical,openai,gpt-4,2025-08-15T00:39:38.771111,3027,0.8,3,False,3,3,True,True,,"eltamd, neutrogena, aveeno"
SPF ratings mineral vs chemical,openai,gpt-3.5-turbo,2025-08-15T00:39:25.354108,2668,0.8,3,False,3,3,True,True,,"eltamd, cerave, neutrogena"
SPF ratings mineral vs chemical,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:33.781161,1638,0.9000000000000001,4,False,4,4,False,False,,"cerave, supergoop, neutrogena"
SPF ratings mineral vs chemical,google,gemini-1.5-pro,2025-08-15T00:39:46.689161,4489,0.9000000000000001,6,False,6,6,True,True,,"supergoop, badger, coola"
UV protection mineral sunscreen science,openai,gpt-4,2025-08-15T00:39:50.280213,3233,0.9000000000000001,11,False,4,4,True,True,,"coola, eltamd, neutrogena"
UV protection mineral sunscreen science,openai,gpt-3.5-turbo,2025-08-15T00:39:38.245245,2136,0.7,2,False,2,2,True,True,,"eltamd, cerave"
UV protection mineral sunscreen science,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:43.825330,1991,0.9000000000000001,5,False,3,3,True,False,,"drunk elephant, eltamd, cerave"
UV protection mineral sunscreen science,google,gemini-1.5-pro,2025-08-15T00:39:54.468819,4405,0.9000000000000001,7,False,7,7,True,True,,"drunk elephant, supergoop, badger"
mineral vs chemical sunscreen pros cons,openai,gpt-4,2025-08-15T00:39:53.042248,2700,0.9000000000000001,4,False,3,3,True,True,,"eltamd, supergoop, neutrogena"
mineral vs chemical sunscreen pros cons,openai,gpt-3.5-turbo,2025-08-15T00:39:48.247761,2712,0.6000000000000001,1,False,1,1,True,True,,eltamd
mineral vs chemical sunscreen pros cons,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:39:58.158397,2307,0.9000000000000001,5,False,4,4,True,True,,"cerave, supergoop, neutrogena"
mineral vs chemical sunscreen pros cons,google,gemini-1.5-pro,2025-08-15T00:40:04.098878,4250,0.9000000000000001,6,False,6,6,True,True,,"supergoop, thinksport, blue lizard"
powder vs cream mineral sunscreen,openai,gpt-4,2025-08-15T00:40:06.869545,2893,0.8,3,False,1,1,False,True,,neutrogena
powder vs cream mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:39:56.623764,2611,0.8,3,False,3,3,True,True,,"coola, eltamd, supergoop"
powder vs cream mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:40:04.718047,1966,0.7,2,False,2,2,True,False,,"eltamd, cerave"
powder vs cream mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:40:13.106183,4270,0.9000000000000001,4,True,3,4,True,True,"* **Brush On Block Mineral Sunscreen Powder SPF 30:**  A more affordable option, also available in tinted shades","blue lizard, eltamd, supergoop"
drugstore vs luxury mineral sunscreen,openai,gpt-4,2025-08-15T00:40:18.953261,2245,0.9000000000000001,6,False,3,3,True,True,,"eltamd, cerave, neutrogena"
drugstore vs luxury mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:40:08.432755,2128,0.8,3,False,3,3,True,True,,"eltamd, cerave, neutrogena"
drugstore vs luxury mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:40:17.537271,2612,0.8,3,False,2,2,True,False,,"cerave, neutrogena"
drugstore vs luxury mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:40:24.685820,4360,0.9000000000000001,6,False,6,6,True,True,,"drunk elephant, supergoop, sun bum"
Korean vs American mineral sunscreen,openai,gpt-4,2025-08-15T00:40:31.853286,2722,0.9000000000000001,5,False,2,2,True,True,,"blue lizard, eltamd"
Korean vs American mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:40:17.516715,2296,0.7,2,False,2,2,True,True,,"eltamd, cerave"
Korean vs American mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:40:27.143731,1911,0.6000000000000001,1,False,1,1,True,True,,eltamd
Korean vs American mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:40:34.924034,4434,0.8,3,False,3,3,True,True,,"eltamd, supergoop, thinksport"
mineral sunscreen vs BB cream SPF,openai,gpt-4,2025-08-15T00:40:39.330737,2432,0.9000000000000001,8,False,2,2,True,True,,"eltamd, neutrogena"
mineral sunscreen vs BB cream SPF,openai,gpt-3.5-turbo,2025-08-15T00:40:28.678123,2516,0.7,2,False,2,2,True,True,,"coola, eltamd"
mineral sunscreen vs BB cream SPF,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:40:36.422027,1644,0.6000000000000001,1,False,1,1,True,True,,eltamd
mineral sunscreen vs BB cream SPF,google,gemini-1.5-pro,2025-08-15T00:40:44.756713,4108,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, supergoop"
