query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
mineral sunscreen ingredients to avoid,openai,gpt-4,2025-08-18T00:27:34.472915,3399,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, neutrogena"
mineral sunscreen ingredients to avoid,openai,gpt-3.5-turbo,2025-08-18T00:27:22.959998,2214,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen ingredients to avoid,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:32.999224,2852,0.9000000000000001,8,False,8,8,True,False,,"thinksport, eltamd, badger"
mineral sunscreen ingredients to avoid,google,gemini-1.5-pro,2025-08-18T00:27:33.828509,3410,0.8,4,False,4,4,True,False,,"thinkbaby, blue lizard, thinksport"
how does zinc oxide sunscreen work,openai,gpt-4,2025-08-18T00:27:39.029851,2282,0.9000000000000001,5,False,5,5,True,True,,"coola, thinksport, eltamd"
how does zinc oxide sunscreen work,openai,gpt-3.5-turbo,2025-08-18T00:27:34.701276,1819,0.9000000000000001,4,False,4,4,True,True,,"cerave, blue lizard, eltamd"
how does zinc oxide sunscreen work,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:43.317639,2171,0.9000000000000001,4,False,4,4,True,False,,"cerave, eltamd, neutrogena"
how does zinc oxide sunscreen work,google,gemini-1.5-pro,2025-08-18T00:27:48.583284,3844,0.9000000000000001,4,False,4,4,True,True,,"thinkbaby, blue lizard, eltamd"
titanium dioxide safety in sunscreen,openai,gpt-4,2025-08-18T00:27:44.637084,2306,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
titanium dioxide safety in sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:27:37.717421,2345,0.8,3,False,3,3,True,True,,"cerave, blue lizard, eltamd"
titanium dioxide safety in sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:52.302169,3125,0.9000000000000001,9,False,6,6,True,False,,"thinksport, eltamd, badger"
titanium dioxide safety in sunscreen,google,gemini-1.5-pro,2025-08-18T00:27:53.762369,3701,0.9000000000000001,4,False,4,4,True,False,,"thinkbaby, blue lizard, eltamd"
mineral sunscreen chemical composition,openai,gpt-4,2025-08-18T00:27:56.897872,2572,0.9000000000000001,9,False,4,4,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen chemical composition,openai,gpt-3.5-turbo,2025-08-18T00:27:48.466917,2105,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, coola, eltamd"
mineral sunscreen chemical composition,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:00.942102,2248,0.8,3,False,3,3,True,False,,"cerave, eltamd, drunk elephant"
mineral sunscreen chemical composition,google,gemini-1.5-pro,2025-08-18T00:28:02.883400,3818,0.9000000000000001,5,False,5,5,True,True,,"eltamd, badger, blue lizard"
SPF ratings mineral vs chemical,openai,gpt-4,2025-08-18T00:28:07.354396,2329,0.8,3,False,1,1,True,True,,eltamd
SPF ratings mineral vs chemical,openai,gpt-3.5-turbo,2025-08-18T00:27:58.243109,3188,0.8,3,False,3,3,True,True,,"coola, eltamd, neutrogena"
SPF ratings mineral vs chemical,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:04.861516,1477,0.9000000000000001,4,False,4,4,True,False,,"cerave, supergoop, eltamd"
SPF ratings mineral vs chemical,google,gemini-1.5-pro,2025-08-18T00:28:15.122871,4170,0.9000000000000001,5,False,4,4,True,True,,"thinkbaby, supergoop, eltamd"
UV protection mineral sunscreen science,openai,gpt-4,2025-08-18T00:28:20.342379,3138,0.9000000000000001,9,False,4,4,True,True,,"coola, eltamd, neutrogena"
UV protection mineral sunscreen science,openai,gpt-3.5-turbo,2025-08-18T00:28:07.024074,2294,0.8,3,False,3,3,True,True,,"coola, eltamd, neutrogena"
UV protection mineral sunscreen science,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:13.992094,2015,0.7,2,False,2,2,True,False,,"cerave, eltamd"
UV protection mineral sunscreen science,google,gemini-1.5-pro,2025-08-18T00:28:24.094114,4647,0.9000000000000001,10,False,5,5,True,True,,"eltamd, badger, cerave"
mineral vs chemical sunscreen pros cons,openai,gpt-4,2025-08-18T00:28:24.337577,3182,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
mineral vs chemical sunscreen pros cons,openai,gpt-3.5-turbo,2025-08-18T00:28:17.813972,2803,0.9000000000000001,5,False,5,5,True,False,,"eltamd, cerave, coppertone"
mineral vs chemical sunscreen pros cons,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:24.224999,1924,0.8,3,False,3,3,True,False,,"supergoop, eltamd, neutrogena"
mineral vs chemical sunscreen pros cons,google,gemini-1.5-pro,2025-08-18T00:28:34.882117,4412,0.9000000000000001,6,False,6,6,True,True,,"coola, eltamd, blue lizard"
powder vs cream mineral sunscreen,openai,gpt-4,2025-08-18T00:28:31.826935,2125,0.7,2,True,1,2,True,True,*Brush On Block Broad Spectrum SPF 30 Mineral Powder Sunscreen:* This is another great option that's easy to carry and apply on the go,eltamd
powder vs cream mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:28:27.516249,2456,0.8,3,False,3,3,True,True,,"cerave, supergoop, eltamd"
powder vs cream mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:32.903741,1702,0.7,2,False,2,2,True,True,,"cerave, eltamd"
powder vs cream mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:28:40.990029,4418,0.9000000000000001,5,True,4,5,True,True,* **Brush On Block Mineral Powder Sunscreen SPF 30:**  A translucent powder sunscreen that's easy to apply over makeup,"eltamd, blue lizard, thinkbaby"
drugstore vs luxury mineral sunscreen,openai,gpt-4,2025-08-18T00:28:38.798351,2296,0.9000000000000001,6,False,3,3,True,False,,"eltamd, aveeno, neutrogena"
drugstore vs luxury mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:28:35.225822,1876,0.9000000000000001,4,False,4,4,True,True,,"cerave, eltamd, neutrogena"
drugstore vs luxury mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:46.143445,2840,0.8,3,False,2,2,True,False,,"cerave, neutrogena"
drugstore vs luxury mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:28:48.657766,3771,0.9000000000000001,5,False,5,5,True,True,,"sun bum, eltamd, cerave"
Korean vs American mineral sunscreen,openai,gpt-4,2025-08-18T00:28:49.442255,2513,0.9000000000000001,4,False,2,2,True,True,,"blue lizard, eltamd"
Korean vs American mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:28:43.281126,2374,0.7,2,False,2,2,True,True,,"cerave, eltamd"
Korean vs American mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:48.840381,1573,0.6000000000000001,1,False,1,1,False,False,,eltamd
Korean vs American mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:29:01.449184,4393,0.9000000000000001,4,False,3,3,True,True,,"supergoop, eltamd, thinksport"
mineral sunscreen vs BB cream SPF,openai,gpt-4,2025-08-18T00:29:00.835893,2586,0.7,2,False,1,1,True,True,,eltamd
mineral sunscreen vs BB cream SPF,openai,gpt-3.5-turbo,2025-08-18T00:28:53.519219,2764,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen vs BB cream SPF,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:28:58.628059,1994,0.6000000000000001,1,False,1,1,True,True,,eltamd
mineral sunscreen vs BB cream SPF,google,gemini-1.5-pro,2025-08-18T00:29:05.856388,4038,0.7,2,False,2,2,True,True,,"thinkbaby, eltamd"
